ProductID,ProductionLine,Temperature,Pressure,AssemblyTime,Sensor1Reading,Sensor2Reading,Sensor3Reading,OperatorExperience,Defective
7992,LineA,74.93,115.71,179.84,1.13,1.05,1.01,2.9,0
5819,LineB,96.08,102.06,264.45,0.4228470671560964,0.416901248942913,1.14,7.8,1
2392,LineC,63.33,47.29,264.0,0.85,0.5352110628321181,1.0325700280636279,9.6,1
1687,LineC,77.33,100.33,208.66,0.83,1.27,0.92,7.8,0
6829,LineC,76.05,49.48,233.64,0.91,0.4338026509270852,0.68,8.0,1
2900,LineA,74.67,84.85,247.02,0.5990333451378033,1.28,0.83,1.6,1
3132,LineB,98.04,113.78,67.02,0.83,1.23,1.01,7.6,1
7986,LineC,69.66,82.37,117.71,1.03,1.1,1.23,2.7,0
4136,LineA,74.34,111.64,176.3,,1.02,1.3,2.8,0
1984,LineA,83.49,113.38,125.54,1.15,1.27,0.94,4.0,1
3678,LineC,86.83,,275.9,1.18,1.21,1.32,4.8,0
8647,LineC,69.32,113.58,115.74,1.16,1.26,0.97,9.4,0
6559,LineB,80.21,57.4,219.97,1.15,0.7211264846580118,1.22,5.6,1
9401,LineB,65.06,111.05,230.42,1.02,0.77,0.95,8.4,0
5409,LineB,88.32,108.64,291.18,1.1,1.14,0.75,1.1,0
2568,LineC,85.45,81.95,157.65,1.13,1.11,1.03,,0
5697,LineA,98.8,90.26,99.71,,0.81,0.99,1.3,1
1466,LineA,86.81,83.8,269.93,0.86,1.06,0.84,3.6,0
7672,LineC,65.22,62.62,176.42,1.13,1.04,1.39,8.5,0
9698,LineC,79.36,118.76,245.92,1.14,0.81,1.17,3.7,0
1202,LineB,85.61,62.85,240.31,0.95,1.05,0.87,5.4,1
8453,LineC,78.78,96.59,122.59,0.91,0.95,0.88,6.9,0
1197,LineB,86.92,104.67,200.32,,0.4338026509270852,0.6797752684752216,4.2,1
6220,LineB,61.06,53.3,213.24,0.82,0.97,1.27,8.1,0
6065,LineC,75.51,52.05,287.45,1.08,1.02,1.38,,0
1797,LineB,85.39,105.62,171.9,1.02,1.23,1.34,2.2,0
5419,LineA,89.73,70.0,57.72,0.99,0.74,0.81,5.1,0
1192,LineB,99.08,91.02,68.59,1.14,0.45633785357264806,0.9465225257249922,1.3,1
7648,LineB,97.91,56.2,183.86,0.4530504290958176,0.87,1.3,6.6,1
2707,LineA,94.73,,188.18,0.81,1.08,1.38,6.3,0
6457,LineC,61.72,87.28,260.22,0.84,0.91,1.03,6.9,0
6735,LineC,,57.04,193.27,1.01,1.25,1.06,3.7,0
9683,LineA,,91.14,299.35,1.14,0.91,1.2,9.2,0
6046,LineA,78.62,103.92,244.35,0.5033893656620195,0.45070405291125737,1.1788507820393086,0.5,1
5557,LineA,82.28,48.67,199.31,1.09,0.79,1.1960602825070354,1.1,1
7224,LineA,86.64,45.97,189.13,0.5788977705113224,1.28,1.204665032740899,6.3,1
8420,LineA,98.21,48.94,68.67,0.5235249402885003,0.5577462654776809,0.98954627689431,5.5,1
8696,LineC,83.44,54.58,229.92,0.97,0.42816885026569446,0.66,0.5,1
6825,LineB,89.44,113.96,279.51,0.83,1.15,1.066989028999082,0.1,1
9788,LineC,83.8,117.97,151.24,0.5235249402885003,1.1,1.0841985294668093,3.1,1
7287,LineA,83.57,103.66,137.66,0.96,1.17,1.31,1.6,1
8712,LineB,76.67,84.59,88.54,0.95,0.9,1.22,3.8,0
824,LineA,66.01,52.98,277.16,1.04,0.97,1.35,4.6,0
1795,LineA,70.9,62.91,174.76,1.12,0.71,0.98,8.4,0
6120,LineB,68.58,76.72,59.87,1.08,1.07,0.9,7.7,0
8446,LineA,62.56,96.16,102.52,0.8,1.25,1.36,1.4,0
634,LineB,86.35,85.42,103.91,1.1,0.89,1.24,2.1,1
2715,LineB,61.3,89.65,87.5,1.12,0.99,0.94,10.0,0
1398,LineC,80.49,40.14,281.43,0.5990333451378033,0.6704222787054952,1.006755777362037,1.7,1
8658,LineA,88.63,86.92,137.86,1.02,0.82,1.39,5.8,1
8544,LineC,60.6,70.73,197.66,1.05,0.83,1.38,8.0,0
7674,LineA,85.54,74.25,256.5,1.05,1.14,1.24,9.6,0
9704,LineB,72.71,69.95,120.58,1.0,1.3,1.0,2.1,0
1286,LineA,90.9,113.7,147.61,0.4530504290958176,0.6366194747371509,0.7055895191768123,3.7,1
4040,LineA,82.81,33.4,158.18,0.5184910466318802,1.18,0.8862892740879472,0.7,1
7284,LineA,97.62,109.1,236.86,1.04,0.93,1.34,6.9,0
2907,LineA,89.9,114.94,251.55,1.2,1.29,0.75,4.9,0
6916,LineC,69.16,33.11,56.27,1.05,0.97,1.1014080299345363,2.8,1
4535,LineB,73.12,89.29,71.24,0.99,0.95,1.27,7.2,0
5366,LineB,81.69,61.32,246.8,1.03,1.07,0.77,2.5,0
9430,LineB,99.42,,64.42,0.593999451481183,0.94,1.1960602825070354,9.0,1
851,LineA,93.92,36.01,215.5,0.5335927276017407,0.8,0.83,4.6,1
6974,LineA,80.48,43.95,148.51,0.5235249402885003,0.72,1.1358270308699907,0.9,1
4353,LineA,94.13,30.79,296.35,0.5637960895414619,1.18,0.67,0.2,1
717,LineA,90.09,103.63,166.48,1.04,1.25,0.98954627689431,7.2,1
3207,LineC,80.29,37.97,121.28,0.88,1.06,1.23,3.7,0
6052,LineC,95.48,51.28,216.83,1.07,1.2,0.82,6.4,0
4398,LineB,73.12,30.28,54.22,0.87,0.87,0.69,6.9,0
2314,LineA,64.2,,83.23,0.94,0.98,0.79,3.7,0
2384,LineB,74.66,55.9,148.95,0.88,1.02,0.75,9.1,0
2773,LineC,70.24,86.56,226.5,1.12,0.83,0.87,3.4,0
5542,LineA,72.3,34.8,296.43,1.09,1.09,1.36,0.2,0
9264,LineC,75.97,72.58,83.17,1.19,0.81,1.16,7.9,0
7386,LineB,71.74,66.49,156.49,0.81,1.07,0.84,,0
7764,LineA,62.61,51.92,239.36,1.14,0.91,0.77,6.1,0
476,LineC,87.94,102.65,76.33,0.99,0.5295772621707273,0.71,6.2,1
7646,LineA,76.47,87.61,211.03,1.03,0.84,1.13,4.5,0
6664,LineB,,69.68,298.4,0.47318600372229835,1.19,0.66,1.7,1
4002,LineC,87.59,86.54,230.88,1.11,0.95,0.82,3.9,1
7188,LineB,64.12,98.51,224.69,1.12,1.14,1.18,7.8,0
7796,LineC,64.09,55.86,244.95,,1.18,0.75,9.3,0
131,LineA,85.12,60.87,54.53,0.412779279842856,0.83,1.35,2.1,1
5686,LineB,75.4,74.15,269.14,1.13,1.11,1.33,3.5,0
4835,LineA,72.35,114.39,156.56,,0.75,1.0,1.3,0
9425,LineB,96.43,79.89,85.57,0.88,0.82,0.64,7.2,0
6141,LineB,97.43,85.93,77.61,0.98,0.5408448634935088,1.11,9.1,1
2003,LineB,72.76,65.18,99.64,1.12,0.73,1.17,0.5,1
4303,LineA,84.29,74.84,57.01,0.92,1.21,0.68,8.6,0
8518,LineC,67.16,42.8,78.34,1.19,0.9,1.35,1.9,1
5795,LineC,91.28,119.9,180.71,0.92,1.16,0.89,4.3,1
5365,LineB,95.8,30.84,176.53,1.15,0.85,0.9637320261927194,2.6,1
2605,LineC,89.59,64.75,77.57,0.85,0.6929574813510582,1.08,7.1,1
3650,LineC,99.84,92.18,209.86,0.6040672387944234,0.5633800661390717,0.71,0.1,1
6217,LineB,81.08,113.07,108.94,0.82,1.27,1.1,3.4,1
9369,LineA,75.9,32.84,128.91,1.15,0.81,0.9207082750234015,9.6,1
2270,LineA,92.26,39.61,105.83,0.82,0.6760560793668859,0.83,6.3,1
5348,LineC,66.0,64.72,87.76,1.14,0.87,1.07,9.7,0
4141,LineB,61.89,70.72,64.92,0.91,0.91,1.28,6.4,0
633,LineB,61.44,102.89,65.23,1.11,1.14,1.13,5.3,0
36,LineA,81.92,89.67,72.37,0.83,0.7267602853194025,0.9293130252572651,5.4,1
1301,LineB,62.39,114.3,248.48,1.03,0.79,0.8,8.8,0
7322,LineC,90.74,30.38,284.25,1.19,0.5295772621707273,0.8002417717493115,8.3,1
3716,LineC,61.83,87.51,78.77,1.09,1.25,0.94,3.4,0
2463,LineA,69.72,114.03,221.57,0.5788977705113224,0.7098588833352303,1.066989028999082,1.8,1
6446,LineB,75.19,59.62,79.92,0.87,0.87,0.7,3.3,0
1854,LineC,60.91,68.63,93.02,0.94,1.3,1.19,8.1,0
9687,LineC,66.22,46.45,64.06,0.96,1.28,1.28,4.4,0
2385,LineB,79.28,111.39,218.73,1.19,0.77,1.39,9.2,0
8773,LineA,62.21,59.09,81.47,1.15,1.12,1.1,4.6,0
4712,LineB,75.31,44.81,125.06,0.82,0.91,1.0,6.3,0
6765,LineC,80.38,36.2,160.81,1.11,1.26,1.21,2.6,0
9454,LineA,67.05,46.39,145.86,0.463118216409058,0.6422532753985416,0.6281467670720402,3.2,1
6088,LineC,95.27,81.86,58.68,1.2,1.07,1.05,3.4,0
1818,LineA,73.73,90.4,200.19,0.85,0.6873236806896674,0.69,1.4,1
9120,LineB,84.86,,116.56,0.87,1.28,1.3,3.9,0
8971,LineA,86.27,91.72,155.98,0.92,1.27,1.07,8.0,0
1673,LineB,67.88,77.74,274.37,1.18,1.0,1.21,7.1,0
6321,LineB,96.23,51.3,77.82,1.0,1.14,1.32,3.1,0
8569,LineB,72.2,72.3,137.46,0.84,1.05,0.9,5.2,0
8412,LineA,75.23,,214.6,1.01,1.01,1.28,6.1,1
5425,LineB,88.33,56.56,174.82,,0.5239434615093367,0.99,1.1,1
1520,LineC,65.64,73.28,232.08,1.1,1.03,0.73,3.1,0
6346,LineA,90.23,37.55,290.8,1.12,0.74,1.08,5.6,0
7605,LineC,89.1,56.37,119.69,0.81,0.416901248942913,0.8,1.5,1
5101,LineA,71.94,88.17,240.42,,1.24,0.97,5.8,0
741,LineA,74.22,93.29,85.69,1.05,0.82,0.82,4.3,0
2026,LineA,97.15,44.46,145.56,0.5235249402885003,0.5183096608479459,1.24,,1
5277,LineA,78.96,102.89,110.57,1.1,1.06,0.98,9.7,0
5389,LineB,63.86,32.08,160.66,0.97,0.75,0.91,1.7,0
5410,LineB,60.18,54.48,127.31,1.02,0.86,0.69,3.9,0
9547,LineB,73.42,60.77,147.13,0.9,0.78,0.86,8.1,0
2745,LineC,99.11,34.72,274.64,1.03,0.6366194747371509,1.04,9.3,1
487,LineA,79.31,35.84,171.76,0.49332157834877916,0.84,1.09,2.5,1
2689,LineA,77.24,77.03,182.24,0.85,1.16,1.01,7.3,0
8805,LineB,77.56,93.85,65.5,0.85,1.21,0.98954627689431,0.6,1
9838,LineA,73.39,79.03,148.71,0.91,1.0,0.67,6.6,0
1156,LineB,70.89,104.19,263.34,0.98,1.28,1.19,6.1,0
4050,LineB,68.54,89.42,87.67,0.82,1.02,0.87,6.5,0
6567,LineC,69.27,81.35,159.73,1.19,0.85,1.21,3.2,0
826,LineA,62.31,88.18,61.32,1.19,1.08,1.4,0.9,0
8336,LineA,87.42,88.85,236.27,1.17,0.92,0.77,4.0,0
8393,LineA,,118.59,98.81,0.87,1.07,1.04,4.5,0
7590,LineB,86.1,119.39,286.16,1.13,0.78,1.1702460318054448,9.1,1
8363,LineA,78.97,55.88,194.99,1.05,0.88,1.4,4.3,0
4904,LineC,72.59,100.7,240.0,0.5436605149149811,0.9,0.6281467670720402,1.8,1
6621,LineC,84.79,81.96,130.07,1.06,0.5126758601865552,0.81,5.1,1
582,LineA,82.22,80.08,203.39,0.8,1.05,0.76,8.2,0
8505,LineC,60.32,58.98,102.33,,1.21,1.34,8.5,0
2784,LineA,88.84,103.49,138.0,0.4832537910355387,0.4338026509270852,0.99,1.7,1
1229,LineA,71.67,57.89,294.98,0.95,0.98,0.7,9.0,0
4687,LineC,94.5,54.91,91.4,1.16,0.46760545489542943,0.8,9.3,1
9470,LineB,79.54,66.47,151.24,0.95,1.18,1.33,7.9,0
5854,LineC,73.9,,147.89,0.98,0.85,1.05,3.4,0
3025,LineC,89.28,48.42,218.12,0.87,1.04,0.5851230159027224,3.2,1
8650,LineA,74.28,85.42,106.21,0.94,1.0,0.91,8.8,0
2366,LineA,96.3,,277.04,,0.46760545489542943,0.67,6.2,1
1807,LineB,90.85,75.07,232.65,0.98,0.71,0.7658227708138573,3.9,1
441,LineC,68.42,89.05,139.5,0.87,0.92,1.05,8.4,0
2716,LineC,87.05,119.08,255.21,0.87,0.6197180727529789,1.3,9.8,1
5154,LineA,84.81,76.87,270.12,1.03,1.1,1.07,6.3,1
4006,LineA,,80.46,270.59,0.92,1.24,0.81,5.9,0
2036,LineB,62.8,30.1,99.97,1.14,0.76,0.5248897642656775,3.2,1
9635,LineB,95.07,71.41,283.54,0.86,0.5126758601865552,1.13,0.7,1
5328,LineA,68.64,57.54,82.46,0.99,0.99,0.68,9.5,0
2453,LineB,84.37,96.1,239.74,1.11,0.6140842720915881,0.8948940243218108,1.0,1
5053,LineA,88.36,80.9,80.42,0.91,0.39999984695874086,0.7486132703461301,5.7,1
7220,LineC,81.52,79.13,288.55,0.87,1.3,0.96,4.1,0
1681,LineC,95.49,,191.27,0.4278809608127166,0.5521124648162902,0.9034987745556744,6.9,1
7912,LineA,86.6,,237.0,1.11,0.8,0.65,,0
3167,LineA,90.66,73.29,180.01,0.5889655578245628,1.11,1.4,7.1,1
5944,LineB,66.85,77.24,205.45,0.96,0.83,1.21,4.8,0
2943,LineA,69.3,83.46,74.05,,0.78,1.22,1.0,0
3527,LineC,73.94,100.06,202.81,1.14,0.94,1.27,3.8,0
5627,LineB,77.99,106.2,81.49,,1.17,0.8432655229186293,1.1,1
7207,LineC,73.52,115.05,277.22,0.96,1.19,0.85,2.2,0
1167,LineA,76.04,31.52,162.95,0.91,0.4056336476201316,0.93,1.8,1
4301,LineA,93.96,81.2,125.87,0.89,1.18,1.08,9.8,0
3237,LineB,60.46,71.17,57.37,1.1,1.13,0.87,7.9,0
4126,LineA,96.67,89.89,77.13,0.82,1.26,0.94,7.4,0
6263,LineC,96.56,62.92,194.46,1.18,1.05,1.26,,0
4648,LineB,63.45,44.05,270.09,1.03,1.19,1.13,6.1,1
3433,LineC,83.49,105.75,116.56,0.93,1.15,0.86,9.9,0
3837,LineC,94.19,56.27,56.35,0.4681521100656782,1.06,0.76,8.9,1
4922,LineC,63.9,81.51,217.21,1.03,0.87,0.87,7.1,0
6036,LineA,71.32,83.51,189.93,1.15,1.02,1.15,7.1,0
2931,LineC,96.18,110.21,126.04,,0.6422532753985416,1.07,0.2,1
5464,LineA,60.12,84.04,147.47,1.0,0.5690138668004624,0.5420992647334046,0.3,1
5831,LineB,95.79,115.08,264.6,1.17,0.89,1.09,7.1,0
3779,LineA,70.51,98.37,229.13,1.12,1.19,0.8,1.8,0
8484,LineA,85.31,104.56,76.32,1.09,0.89,0.95,7.7,0
5695,LineB,78.55,37.0,126.53,1.13,1.0,1.0928032797006728,5.3,1
3718,LineA,96.81,83.8,186.98,1.06,0.8,1.31,5.0,1
4664,LineB,98.28,99.06,189.05,0.81,0.86,1.29,5.1,0
5088,LineC,67.98,60.78,186.4,0.92,1.07,0.76,1.4,1
7838,LineA,64.26,119.5,58.2,0.94,1.18,0.86,5.7,0
1151,LineC,76.41,,147.48,1.08,1.13,1.15,8.1,0
8153,LineC,75.97,57.02,281.67,0.89,0.8,0.83,5.2,0
8902,LineC,70.65,77.91,125.32,0.92,1.29,0.73,4.0,0
6655,LineB,95.67,94.33,71.34,0.87,0.94,0.75,9.3,0
7498,LineC,60.34,116.42,63.0,0.94,0.92,1.03,0.4,1
4854,LineB,94.4,30.77,51.38,0.5587621958848418,0.74,0.61,2.8,1
2778,LineC,67.18,64.17,151.4,1.18,0.93,1.27,6.5,0
5164,LineC,80.41,94.55,53.07,0.98,0.45070405291125737,0.9379177754911286,6.5,1
2738,LineB,61.53,77.11,231.51,,1.3,0.8,7.6,0
90,LineC,94.12,104.26,114.28,1.0,0.86,0.64,,0
1616,LineB,62.19,104.29,90.77,0.88,1.14,0.74,4.3,0
337,LineB,70.78,83.85,127.22,1.02,1.15,1.16,,0
3895,LineB,82.11,50.35,298.86,0.5084232593186397,0.5521124648162902,0.89,0.7,1
146,LineB,90.02,96.64,194.06,1.16,1.13,0.63,8.8,1
8555,LineB,89.17,,226.49,0.96,0.46760545489542943,1.1186175304022634,4.8,1
9632,LineA,78.42,54.15,257.76,1.17,1.24,0.61,2.4,0
5415,LineA,95.82,108.04,203.41,0.5587621958848418,1.15,0.71,0.9,1
2344,LineA,86.73,71.35,136.91,0.5839316641679426,0.45070405291125737,0.67,1.2,1
2511,LineC,94.12,114.86,93.07,1.02,1.1,1.15,7.7,0
3537,LineB,71.95,88.54,229.35,1.13,1.19,1.02,,0
3583,LineB,,64.96,110.51,0.88,1.17,0.68,7.6,0
5489,LineA,84.97,101.29,227.21,0.95,0.74,0.89,7.1,0
3754,LineC,66.85,72.41,183.19,0.85,0.5070420595251645,1.27,0.1,1
3981,LineC,98.78,98.46,292.03,0.96,1.11,0.79,1.9,1
5427,LineC,66.91,53.65,59.56,0.82,1.26,1.21,2.1,0
771,LineB,,30.93,125.9,0.88,1.02,0.83,9.1,0
6206,LineC,60.05,,130.57,1.09,1.29,1.2,8.8,0
1761,LineC,91.42,71.14,88.08,0.83,0.74,1.25,5.6,0
6836,LineC,89.02,86.78,247.3,0.85,1.27,1.187455532273172,8.1,1
8099,LineC,76.47,108.9,273.58,0.85,1.06,1.36,5.3,0
268,LineB,99.49,54.05,284.48,1.11,0.76,1.05,7.5,0
3363,LineC,73.81,78.3,105.92,0.92,1.2,1.32,6.3,0
9889,LineB,60.38,110.36,134.39,0.86,0.8,0.9,4.9,0
5659,LineC,71.34,54.78,263.07,1.03,0.88,0.74,3.7,0
1341,LineB,71.88,52.85,266.41,0.82,0.82,1.14,8.9,0
8028,LineC,98.17,96.51,294.15,0.86,0.81,0.74,6.6,0
5559,LineA,,108.73,194.96,0.89,1.27,1.28,9.1,0
2209,LineB,60.36,97.22,263.2,0.99,1.07,0.72,,0
6374,LineC,88.51,79.65,247.04,0.9,0.6309856740757603,1.04,1.9,1
5246,LineA,73.76,44.04,262.65,1.15,1.25,0.81,3.3,0
9153,LineB,83.57,109.87,119.84,0.85,1.11,1.34,,1
8301,LineA,80.92,93.7,206.64,0.94,1.11,1.17,3.3,0
9927,LineC,77.86,89.06,79.17,1.1,1.27,1.19,0.2,0
446,LineB,,76.25,292.23,1.01,1.1,1.35,3.6,1
6915,LineA,,113.58,239.08,0.84,1.09,0.98,8.6,0
5133,LineC,65.76,82.29,107.49,1.08,1.2,1.27,8.1,0
4511,LineC,86.67,103.72,210.86,1.14,0.98,0.62,5.7,0
4830,LineC,97.35,,195.95,,1.03,1.1186175304022634,1.0,1
3922,LineC,90.28,76.87,230.12,0.4681521100656782,0.85,0.851870273152493,7.5,1
4710,LineA,77.48,42.57,153.38,0.5486944085716013,0.42816885026569446,0.8862892740879472,1.3,1
8843,LineA,81.69,93.83,219.67,,0.4845068568796016,1.03,0.8,1
556,LineA,66.13,99.46,154.85,1.19,1.2,1.33,5.9,0
3699,LineC,97.84,114.58,81.41,1.15,0.9,0.7744275210477208,0.6,1
2843,LineC,85.08,,271.64,0.89,1.19,1.33,8.7,1
4972,LineC,87.17,119.12,166.42,0.98,0.76,1.3,4.3,0
6050,LineC,60.27,34.64,77.92,0.96,1.07,1.33,4.8,0
9978,LineC,73.44,93.85,90.66,0.85,1.05,0.83,3.9,0
1769,LineA,77.56,116.35,256.42,0.5084232593186397,1.29,0.7400085201122666,1.7,1
1531,LineB,66.65,111.06,288.13,1.14,1.0,0.86907977362022,1.9,1
9534,LineB,88.88,52.55,66.56,0.5889655578245628,1.2,0.81,2.8,1
4365,LineC,85.2,98.56,264.15,0.5084232593186397,0.6366194747371509,1.35,0.1,1
4471,LineC,67.65,109.62,184.89,0.92,0.99,0.94,9.8,0
1258,LineA,98.51,57.27,128.29,0.82,1.14,0.93,4.5,0
4976,LineA,86.3,62.92,217.94,1.13,1.28,1.38,6.2,0
9207,LineA,98.02,78.65,139.95,0.5184910466318802,1.08,0.69,0.0,1
4524,LineA,88.7,61.28,80.51,0.49332157834877916,0.87,0.95,2.5,1
6313,LineA,62.69,52.87,167.39,0.86,0.9,1.19,2.2,0
1416,LineA,72.33,91.83,266.86,1.08,1.09,1.25,3.7,0
2891,LineC,81.6,119.43,272.73,0.5184910466318802,0.5464786641548995,0.63,10.0,1
5640,LineB,64.61,86.79,222.07,1.19,1.01,0.7,1.7,1
2581,LineC,73.44,117.99,259.8,0.5889655578245628,1.05,1.05,1.1,1
3827,LineC,91.17,103.58,57.87,0.99,0.7,1.11,6.5,0
5371,LineB,90.98,103.49,163.78,0.82,0.77,1.4,5.7,0
4867,LineB,98.58,95.34,171.31,1.03,0.6253518734143696,0.85,9.4,1
6510,LineC,97.44,76.26,52.74,0.81,0.6760560793668859,1.13,4.5,1
3681,LineC,86.91,49.92,171.75,,1.12,1.01,2.2,0
2692,LineC,90.11,83.67,110.47,0.5788977705113224,1.14,1.0755937792329457,7.0,1
7137,LineA,62.77,66.38,249.51,,1.06,0.72,5.6,0
6421,LineB,68.02,83.92,52.85,0.4480165354391974,0.6985912820124488,0.9637320261927194,1.7,1
4193,LineC,65.0,117.18,229.98,0.99,0.96,0.92,4.9,0
6766,LineB,93.02,81.25,156.6,1.09,0.79,0.83,,0
5923,LineB,86.89,114.88,129.17,0.85,0.84,1.04,4.9,0
8004,LineC,61.04,104.36,297.71,0.82,1.25,0.68,9.2,0
8876,LineC,99.42,96.53,181.51,1.05,1.03,0.86,8.9,0
6531,LineC,83.53,34.8,245.97,1.12,1.16,1.1616412815715813,1.0,1
2709,LineC,64.06,110.49,257.71,1.01,0.72,1.22,0.5,0
8849,LineB,90.74,77.05,142.18,0.95,0.5633800661390717,0.9637320261927194,1.9,1
2564,LineA,74.07,,68.12,1.1,0.94,1.1960602825070354,1.7,1
794,LineB,,86.71,66.92,1.13,1.16,1.4,3.4,0
3598,LineC,92.78,85.65,276.47,0.593999451481183,0.6647884780441046,0.74,4.5,1
3789,LineA,,97.25,78.79,1.02,0.95,0.61,6.3,0
2203,LineB,67.44,66.97,236.15,,0.74,0.83,3.5,0
2543,LineC,69.64,113.86,217.07,1.04,1.17,1.17,4.8,0
4277,LineA,94.04,,217.0,1.17,1.28,0.8,6.1,0
5087,LineC,85.65,62.51,56.92,0.84,0.9,0.79,2.5,0
4395,LineA,99.18,39.91,232.59,0.92,1.3,1.38,,1
3230,LineA,76.3,47.89,54.14,0.97,1.1,0.66,2.3,0
7610,LineC,93.09,102.46,130.34,0.4278809608127166,0.78,0.6195420168381767,9.1,1
7107,LineA,94.09,62.02,61.27,0.49332157834877916,0.45070405291125737,0.71,7.0,1
9801,LineA,95.62,65.68,246.37,1.11,0.4056336476201316,1.32,5.0,1
1242,LineA,61.96,43.11,293.12,0.93,1.02,0.79,9.8,1
3549,LineC,75.76,75.58,242.37,0.48828768469215894,0.4394364515884759,0.73,1.6,1
2647,LineB,99.49,48.6,126.77,1.13,0.5352110628321181,0.92,4.4,1
7716,LineB,,53.4,243.03,,0.4056336476201316,1.1702460318054448,7.4,1
3249,LineC,90.59,53.36,57.72,0.94,0.9,0.64,,1
4418,LineC,81.75,41.2,101.28,1.09,0.5126758601865552,0.8088465219831751,5.6,1
4480,LineA,79.21,59.41,240.23,1.18,1.04,0.6109372666043131,1.6,1
9355,LineB,71.89,102.85,113.33,0.81,1.1,1.27,6.1,0
5666,LineB,80.29,84.59,227.72,1.01,0.74,0.82,,0
5091,LineA,87.9,39.28,53.23,0.5587621958848418,1.03,1.006755777362037,0.8,1
659,LineA,,66.94,61.94,1.08,0.73,1.21,4.2,0
9862,LineA,76.39,101.42,212.72,0.85,1.21,1.25,3.8,0
509,LineB,63.5,82.44,100.74,1.14,0.97,0.74,5.4,0
1240,LineB,91.15,92.29,201.19,1.18,1.11,0.77,9.7,0
9386,LineA,64.5,103.33,115.85,1.1,0.82,1.08,8.2,0
1827,LineB,87.72,103.63,185.46,1.11,0.74,0.7658227708138573,5.9,1
1392,LineC,68.49,112.59,139.0,,0.93,0.65,4.2,0
2983,LineC,97.42,38.24,239.21,0.593999451481183,0.93,0.73,2.2,1
219,LineC,83.1,74.75,189.14,1.15,0.71,1.01,8.2,0
7676,LineA,72.4,117.89,180.13,0.84,1.27,1.18,5.8,0
4709,LineB,63.12,62.0,286.12,0.84,1.26,1.35,3.8,0
9507,LineB,87.32,86.74,109.06,1.16,0.74,1.19,2.8,0
976,LineB,91.43,,115.34,1.1,0.5183096608479459,0.84,,1
631,LineC,65.87,49.72,240.13,0.85,1.27,1.0411747782974914,2.6,1
5924,LineC,62.26,104.25,288.98,0.85,1.17,0.86,3.6,0
3338,LineA,93.39,63.13,199.38,1.15,1.0,0.85,4.6,0
7111,LineA,62.58,104.65,59.21,1.11,0.72,0.8,5.9,0
5583,LineC,96.19,74.86,117.31,0.5436605149149811,0.75,0.6883800187090853,,1
1003,LineB,66.98,67.45,266.67,1.0,0.93,1.23,9.2,0
2851,LineA,91.36,40.18,142.41,1.08,0.4056336476201316,0.7830322712815845,3.2,1
8378,LineA,67.96,55.46,168.03,,1.04,1.08,8.4,0
1623,LineC,81.89,115.55,243.22,0.5033893656620195,1.02,1.38,5.8,1
964,LineB,63.91,116.38,106.31,1.12,1.29,0.86,7.5,0
9402,LineC,67.51,102.96,184.46,0.5386266212583609,1.06,0.8432655229186293,1.6,1
2909,LineA,81.28,77.54,262.39,1.12,1.05,0.9379177754911286,4.0,1
1057,LineC,,62.43,209.5,1.06,0.6873236806896674,1.0,0.9,1
7012,LineC,87.1,106.7,153.82,0.463118216409058,0.6309856740757603,1.05,8.5,1
3739,LineA,,111.87,106.9,0.88,0.98,1.07,5.7,0
886,LineA,96.93,119.6,103.63,1.14,1.07,1.09,5.0,1
251,LineA,85.31,67.1,187.98,0.93,0.88,1.187455532273172,1.3,1
4008,LineA,77.13,31.91,126.87,1.18,1.11,1.33,6.0,0
4691,LineA,82.7,37.4,155.31,0.5285588339451205,0.6478870760599323,1.0755937792329457,4.9,1
4113,LineC,89.63,83.48,259.48,0.5033893656620195,0.88,0.851870273152493,4.3,1
5100,LineA,92.93,115.16,125.66,1.04,0.88,1.26,6.6,0
834,LineB,70.65,102.85,86.01,1.0,0.8,1.01,6.7,0
4358,LineC,66.65,90.29,168.91,0.9,1.27,1.18,9.3,0
7131,LineB,90.0,51.53,261.84,0.4329148544693368,0.91,1.0153605275959006,3.5,1
910,LineC,,54.76,141.19,0.97,1.11,1.02,2.3,0
4402,LineB,66.77,44.71,181.99,0.8,1.05,1.07,6.5,0
8685,LineB,88.35,101.98,173.57,0.40774538618623585,1.05,0.9379177754911286,9.2,1
3737,LineC,65.69,74.52,59.01,1.12,0.92,1.34,7.2,0
6603,LineC,63.58,68.87,200.66,1.02,1.01,1.21,3.9,0
4488,LineB,89.92,58.66,246.31,1.14,0.87,0.82,7.2,0
2696,LineC,96.14,81.19,131.53,0.87,1.26,0.91,4.4,0
2141,LineA,90.43,34.93,297.51,1.13,0.47323925555682017,0.7227990196445394,5.3,1
8836,LineB,84.6,77.27,215.53,0.93,0.77,1.08,5.2,0
8146,LineB,98.04,114.12,201.24,1.06,1.02,0.76,9.8,1
3702,LineA,97.69,101.13,185.58,0.81,0.49014065754099234,0.66,3.4,1
5283,LineC,72.74,72.45,168.28,1.05,1.05,0.7,1.1,1
8640,LineA,99.47,115.98,115.31,1.13,1.0,1.01,2.7,0
6437,LineB,73.57,94.69,196.97,1.13,0.71,1.2,6.3,0
5512,LineB,94.08,110.8,114.93,0.88,1.24,1.38,1.8,1
8547,LineA,86.3,37.92,103.28,0.83,0.95,1.2,4.6,0
